demo_gender,demo_age,demo_under_30,demo_senior_citizen,demo_married,demo_dependents,demo_number_of_dependents,loc_city,loc_zip_code,loc_latitude,loc_longitude,svc_referred_a_friend,svc_number_of_referrals,svc_tenure_in_months,svc_offer,svc_phone_service,svc_avg_monthly_long_distance_charges,svc_multiple_lines,svc_internet_service,svc_internet_type,svc_avg_monthly_gb_download,svc_online_security,svc_online_backup,svc_device_protection_plan,svc_premium_tech_support,svc_streaming_tv,svc_streaming_movies,svc_streaming_music,svc_unlimited_data,svc_contract,svc_paperless_billing,svc_payment_method,svc_monthly_charge,svc_total_charges,svc_total_refunds,svc_total_extra_data_charges,svc_total_long_distance_charges,svc_total_revenue,st_satisfaction_score,st_customer_status,churn_flag,st_cltv,st_churn_category,st_churn_reason,zip_population
Male,62,No,No,No,No,0,Escondido,92026,33.21846,-117.116916,No,0,69,No offer,No,0.0,No,Yes,Cable,18,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.05,4176.7,41.21,0,0.0,4135.49,3,Stayed,0,5388,,,43436
Female,30,No,No,Yes,No,0,Escondido,92027,33.141265,-116.967221,No,0,52,No offer,Yes,44.34,Yes,Yes,Fiber Optic,71,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.7,5138.1,0.0,0,2305.6800000000003,7443.780000000001,3,Stayed,0,4044,,,48690
Female,37,No,No,Yes,Yes,1,Lakeside,92040,32.909873,-116.906774,Yes,5,35,No offer,Yes,9.04,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,739.35,2.29,0,316.4,1053.46,3,Stayed,0,4177,,,42277
Female,31,No,No,No,No,0,Oceanside,92054,33.351059,-117.420557,No,0,8,Offer E,Yes,31.02,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.2,161.95,0.0,0,248.16,410.11,4,Stayed,0,5272,,,98239
Male,31,No,No,No,No,0,Oceanside,92056,33.194742,-117.29032,No,0,46,No offer,Yes,22.13,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,94.9,4422.95,24.08,0,1017.9799999999999,5416.849999999999,4,Stayed,0,5316,,,52895
Female,63,No,No,No,No,0,Poway,92064,32.984395,-117.013454,No,0,68,No offer,Yes,21.82,Yes,Yes,DSL,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,88.15,6148.45,36.29,0,1483.76,7595.92,3,Stayed,0,5531,,,47969
Female,20,Yes,No,No,No,0,Ramona,92065,33.044541,-116.833922,No,0,36,No offer,Yes,19.64,No,Yes,Fiber Optic,71,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.8,3565.65,30.26,0,707.04,4242.43,4,Stayed,0,2807,,,33104
Female,59,No,No,Yes,No,0,San Marcos,92069,33.162624,-117.170863,Yes,3,71,No offer,Yes,30.68,Yes,Yes,Cable,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,85.75,6223.8,4.6,0,2178.28,8397.48,3,Stayed,0,4487,,,52664
Female,22,Yes,No,Yes,Yes,1,Santa Ysabel,92070,33.174725,-116.743329,Yes,6,66,No offer,Yes,23.2,Yes,Yes,DSL,59,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.45,4508.65,41.67,0,1531.2,5998.179999999999,3,Stayed,0,4172,,,1143
Male,50,No,No,No,No,0,Santee,92071,32.847336,-116.997605,No,0,63,No offer,Yes,35.35,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.5,1328.15,15.62,0,2227.05,3539.5800000000004,5,Stayed,0,5997,,,53510
Female,39,No,No,No,No,0,Solana Beach,92075,33.001813,-117.263628,No,0,41,No offer,Yes,6.61,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.25,865.0,46.78,0,271.01,1089.23,4,Stayed,0,3972,,,12173
Female,26,Yes,No,Yes,No,0,Vista,92083,33.17494,-117.242761,Yes,9,70,No offer,Yes,23.52,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.45,1303.5,14.49,0,1646.3999999999999,2935.41,4,Stayed,0,5540,,,62036
Female,47,No,No,No,No,0,Vista,92084,33.22784,-117.200024,No,0,23,No offer,No,0.0,No,Yes,DSL,14,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,44.95,996.85,25.84,40,0.0,1011.01,3,Stayed,0,3248,,,44692
Male,57,No,No,Yes,No,0,Rancho Santa Fe,92091,32.99356,-117.207121,Yes,6,37,No offer,Yes,4.5,Yes,Yes,DSL,9,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,62.8,2278.75,16.97,0,166.5,2428.28,3,Stayed,0,5229,,,1072
Male,27,Yes,No,No,No,0,San Diego,92101,32.72523,-117.171346,No,0,17,No offer,Yes,13.02,No,Yes,Cable,73,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,44.6,681.4,0.0,0,221.34,902.74,4,Stayed,0,2130,,,27505
Male,29,Yes,No,Yes,No,0,San Diego,92107,32.741852,-117.243453,Yes,5,64,No offer,Yes,40.18,Yes,Yes,Fiber Optic,30,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.25,6823.4,23.67,0,2571.52,9371.25,4,Stayed,0,5682,,,27959
Male,62,No,No,Yes,No,0,San Diego,92109,32.787836,-117.232376,Yes,1,42,No offer,Yes,13.23,Yes,Yes,Fiber Optic,23,Yes,No,No,No,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,97.1,4016.75,46.56,150,555.66,4675.85,3,Stayed,0,2170,,,46086
Male,59,No,No,No,Yes,1,San Diego,92110,32.76501,-117.19938,No,0,5,Offer E,Yes,12.22,No,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.2,83.75,0.0,0,61.1,144.85,5,Stayed,0,5169,,,24169
Female,64,No,No,No,No,0,San Diego,92111,32.805518,-117.169052,No,0,41,No offer,Yes,10.26,No,Yes,Fiber Optic,2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.8,3959.15,27.09,0,420.65999999999997,4352.72,4,Stayed,0,5584,,,46828
Male,61,No,No,Yes,No,0,San Diego,92113,32.697098,-117.116587,Yes,10,58,No offer,Yes,18.37,No,Yes,DSL,18,No,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,50.3,2878.55,10.23,0,1065.46,3933.78,5,Stayed,0,5232,,,47431
Female,34,No,No,No,No,0,San Diego,92114,32.707892,-117.05512,No,0,47,No offer,Yes,44.69,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.55,945.7,0.0,0,2100.43,3046.13,4,Stayed,0,5404,,,66838
Male,51,No,No,No,No,0,San Diego,92115,32.762506,-117.07245,No,0,18,No offer,Yes,26.84,No,Yes,Fiber Optic,20,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,1373.05,15.57,0,483.12,1840.6,4,Stayed,0,4668,,,56887
Male,25,Yes,No,Yes,No,0,San Diego,92117,32.825086,-117.199424,Yes,5,23,No offer,Yes,3.67,No,Yes,DSL,69,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,59.95,1406.0,26.55,140,84.41,1603.8600000000001,4,Stayed,0,5379,,,51213
Female,35,No,No,No,No,0,Coronado,92118,32.68674,-117.186612,No,0,1,No offer,Yes,22.37,No,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.15,19.15,0.0,0,22.37,41.519999999999996,5,Joined,0,2577,,,24093
Male,60,No,No,Yes,No,0,San Diego,92119,32.802959,-117.027095,Yes,8,71,No offer,Yes,34.72,Yes,Yes,Fiber Optic,10,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,98.65,6962.85,0.0,0,2465.12,9427.970000000001,5,Stayed,0,5101,,,21866
Male,47,No,No,Yes,Yes,1,San Diego,92120,32.807867,-117.060993,Yes,2,72,No offer,Yes,17.3,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,112.6,8126.65,0.0,0,1245.6000000000001,9372.25,3,Stayed,0,6486,,,25569
Male,63,No,No,Yes,No,0,San Diego,92121,32.898613,-117.202937,Yes,2,33,No offer,Yes,34.22,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.6,690.25,0.0,0,1129.26,1819.51,5,Stayed,0,5212,,,4258
Male,44,No,No,No,No,0,San Diego,92123,32.808814,-117.134694,No,0,24,No offer,No,0.0,No,Yes,Cable,20,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,35.75,830.8,0.0,0,0.0,830.8,3,Stayed,0,5531,,,25232
Female,45,No,No,Yes,No,0,San Diego,92124,32.827238,-117.089287,Yes,9,56,No offer,Yes,20.53,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,99.75,5608.4,0.0,0,1149.68,6758.08,4,Stayed,0,5926,,,30206
Male,28,Yes,No,No,No,0,San Diego,92126,32.886925,-117.152162,No,0,37,No offer,Yes,21.84,No,Yes,Fiber Optic,41,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,96.1,3646.8,0.0,0,808.08,4454.88,4,Stayed,0,2640,,,74232
Female,29,Yes,No,No,No,0,San Diego,92127,33.017518,-117.118456,No,0,43,No offer,Yes,2.49,Yes,Yes,DSL,53,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,85.1,3662.25,0.0,30,107.07000000000001,3799.32,3,Stayed,0,2319,,,20046
Male,31,No,No,No,No,0,San Diego,92128,33.000269,-117.072093,No,0,1,No offer,No,0.0,No,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.35,25.35,0.0,0,0.0,25.35,4,Joined,0,4193,,,42733
Female,52,No,No,No,No,0,San Diego,92130,32.957195,-117.202542,No,0,61,No offer,Yes,23.45,Yes,Yes,DSL,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,89.65,5308.7,0.0,0,1430.45,6739.15,3,Stayed,0,6149,,,28201
Male,41,No,No,No,No,0,San Diego,92131,32.89325,-117.087091,No,0,17,No offer,Yes,49.71,Yes,Yes,Fiber Optic,4,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,86.75,1410.25,0.0,0,845.07,2255.32,5,Stayed,0,5863,,,29283
Female,53,No,No,Yes,No,0,San Diego,92139,32.677716,-117.047666,Yes,3,41,No offer,Yes,13.23,No,Yes,Fiber Optic,16,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,86.2,3339.05,0.0,0,542.4300000000001,3881.4800000000005,3,Stayed,0,5325,,,36351
Male,59,No,No,No,No,0,Indio,92203,33.752938,-116.230055,No,0,48,No offer,Yes,9.91,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.1,5067.45,0.0,0,475.68,5543.13,4,Stayed,0,5994,,,2743
Female,51,No,No,No,No,0,Banning,92220,33.936298,-116.849577,No,0,42,No offer,No,0.0,No,Yes,DSL,13,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.75,2348.45,0.0,80,0.0,2428.45,3,Stayed,0,3179,,,25859
Male,50,No,No,No,No,0,Beaumont,92223,33.946982,-116.977672,No,0,44,No offer,Yes,44.92,Yes,Yes,Fiber Optic,16,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.4,4063.0,0.0,0,1976.48,6039.48,4,Stayed,0,4751,,,17721
Male,62,No,No,No,Yes,2,Blythe,92225,33.674583,-114.71612,No,0,1,No offer,Yes,15.66,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.0,44.0,0.0,0,15.66,59.66,5,Joined,0,4020,,,24659
Female,49,No,No,No,No,0,Brawley,92227,33.03933,-115.191857,No,0,27,No offer,Yes,35.17,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,2595.25,0.0,0,949.59,3544.84,4,Stayed,0,2026,,,23394
Female,47,No,No,No,No,0,Calipatria,92233,33.143826,-115.497485,No,0,19,No offer,Yes,32.03,No,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,367.55,0.0,0,608.57,976.1200000000001,5,Stayed,0,3245,,,7857
Female,61,No,No,No,No,0,Coachella,92236,33.680031,-116.171678,No,0,66,No offer,Yes,13.28,Yes,Yes,DSL,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.05,5965.95,0.0,0,876.4799999999999,6842.429999999999,4,Stayed,0,5813,,,23170
Female,44,No,No,Yes,No,0,Earp,92242,34.137742,-114.36514,Yes,10,23,No offer,Yes,17.82,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,415.1,0.0,0,409.86,824.96,4,Stayed,0,3742,,,1564
Female,46,No,No,No,No,0,El Centro,92243,32.770393,-115.60915,No,0,32,No offer,Yes,43.8,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.75,624.15,0.0,0,1401.6,2025.75,4,Stayed,0,4691,,,43712
Female,52,No,No,No,No,0,Heber,92249,32.730583,-115.501083,No,0,11,No offer,Yes,26.85,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,237.7,0.0,0,295.35,533.05,4,Stayed,0,5355,,,3535
Female,49,No,No,Yes,No,0,Imperial,92251,32.858595,-115.662709,Yes,9,68,No offer,Yes,44.79,No,Yes,Cable,14,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,55.9,3848.8,0.0,20,3045.72,6914.52,3,Stayed,0,5160,,,14546
Male,62,No,No,No,No,0,Joshua Tree,92252,34.167236,-116.281511,No,0,20,No offer,Yes,27.11,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.7,419.4,0.0,0,542.2,961.6,5,Stayed,0,2120,,,8141
Male,39,No,No,No,No,0,La Quinta,92253,33.695532,-116.310571,No,0,72,Offer A,Yes,30.44,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.8,1468.75,0.0,0,2191.6800000000003,3660.4300000000003,3,Stayed,0,5368,,,23971
Male,59,No,No,Yes,No,0,Mecca,92254,33.543835,-115.993906,Yes,5,60,Offer B,Yes,5.43,Yes,Yes,Fiber Optic,29,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,95.4,5812.0,0.0,0,325.79999999999995,6137.8,4,Stayed,0,4149,,,8768
Female,55,No,No,Yes,No,0,Palm Desert,92260,33.694501,-116.412711,Yes,9,46,Offer B,Yes,35.46,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.45,1066.15,0.0,0,1631.16,2697.3100000000004,4,Stayed,0,2438,,,29340
Female,62,No,No,Yes,No,0,Palm Springs,92262,33.839989,-116.659215,Yes,3,29,No offer,Yes,5.39,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,2149.05,0.0,0,156.31,2305.36,5,Stayed,0,3483,,,24924
Male,21,Yes,No,No,No,0,Palm Springs,92264,33.745746,-116.514215,No,0,51,Offer B,Yes,1.51,Yes,Yes,Fiber Optic,52,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,87.35,4473.0,0.0,0,77.01,4550.01,5,Stayed,0,4899,,,18884
Female,58,No,No,Yes,Yes,1,Parker Dam,92267,34.273872,-114.192901,Yes,6,16,Offer D,Yes,40.03,No,Yes,Fiber Optic,20,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.25,1195.75,0.0,0,640.48,1836.23,3,Stayed,0,3624,,,131
Male,23,Yes,No,Yes,No,0,Pioneertown,92268,34.201108,-116.593456,Yes,5,70,Offer A,Yes,45.24,Yes,Yes,Fiber Optic,42,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.7,6858.9,0.0,0,3166.8,10025.7,3,Stayed,0,5582,,,354
Female,27,Yes,No,Yes,Yes,2,Rancho Mirage,92270,33.763678,-116.429928,Yes,2,40,Offer B,Yes,33.44,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.8,1024.7,0.0,0,1337.6,2362.3,5,Stayed,0,3021,,,12465
Female,41,No,No,Yes,Yes,3,Salton City,92275,33.28156,-115.955541,Yes,6,5,No offer,Yes,6.7,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.3,132.25,0.0,0,33.5,165.75,5,Stayed,0,3181,,,799
Female,61,No,No,No,No,0,Thousand Palms,92276,33.849263,-116.382778,No,0,7,No offer,Yes,27.46,No,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,515.45,0.0,0,192.22,707.6700000000001,3,Stayed,0,5501,,,6242
Male,46,No,No,No,No,0,Escondido,92027,33.141265,-116.967221,No,0,29,No offer,Yes,49.92,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,No,Credit Card,100.55,2830.45,0.0,100,1447.68,4378.13,5,Stayed,0,3055,,,48690
Male,54,No,No,Yes,No,0,Twentynine Palms,92278,34.457829,-116.139589,Yes,10,44,Offer B,Yes,15.33,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,25.7,1110.5,0.0,0,674.52,1785.02,3,Stayed,0,3037,,,14104
Female,31,No,No,No,No,0,Escondido,92027,33.141265,-116.967221,No,0,10,Offer D,No,0.0,No,Yes,DSL,24,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.7,449.3,0.0,0,0.0,449.3,5,Stayed,0,2164,,,48690
Female,20,Yes,No,Yes,Yes,2,Winterhaven,92283,32.852947,-114.850784,No,0,10,Offer D,Yes,6.5,Yes,Yes,Fiber Optic,76,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.95,858.6,0.0,0,65.0,923.6,3,Stayed,0,4922,,,3663
Male,27,Yes,No,No,No,0,Yucca Valley,92284,34.159534,-116.425984,No,0,18,Offer D,Yes,15.18,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.6,1395.05,0.0,0,273.24,1668.29,5,Stayed,0,4030,,,20486
Female,49,No,No,Yes,No,0,Landers,92285,34.341737,-116.539416,Yes,4,68,Offer A,Yes,41.46,Yes,Yes,DSL,30,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,58.25,3975.7,0.0,140,2819.28,6934.98,3,Stayed,0,4620,,,2182
Female,56,No,No,Yes,No,0,Amboy,92304,34.559882,-115.637164,Yes,5,72,Offer A,No,0.0,No,Yes,DSL,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,65.2,4784.45,0.0,0,0.0,4784.45,3,Stayed,0,5092,,,42
Male,30,No,No,No,No,0,Angelus Oaks,92305,34.1678,-116.86433,No,0,2,No offer,Yes,12.59,No,Yes,Cable,76,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,53.45,119.5,0.0,0,25.18,144.68,4,Joined,0,3477,,,301
Male,21,Yes,No,Yes,No,0,Apple Valley,92308,34.424926,-117.184503,Yes,1,41,Offer B,Yes,35.46,No,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.75,899.45,0.0,0,1453.8600000000001,2353.3100000000004,4,Stayed,0,2011,,,28819
Female,46,No,No,No,No,0,Baker,92309,35.28952,-116.092214,No,0,26,No offer,No,0.0,No,Yes,Cable,29,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,44.45,1183.8,0.0,0,0.0,1183.8,4,Stayed,0,3080,,,904
Male,26,Yes,No,Yes,No,0,Fort Irwin,92310,35.349241,-116.770281,Yes,1,36,No offer,Yes,12.61,No,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.85,720.05,0.0,0,453.96,1174.01,4,Stayed,0,5744,,,9465
Male,52,No,No,Yes,No,0,Barstow,92311,34.965648,-117.001509,Yes,5,72,Offer A,Yes,30.75,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.05,8468.2,0.0,0,2214.0,10682.2,3,Stayed,0,4842,,,31293
Male,30,No,No,Yes,No,0,Grand Terrace,92313,34.029175,-117.307211,No,0,35,No offer,Yes,24.83,Yes,Yes,Fiber Optic,51,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,89.85,3161.2,0.0,20,869.05,4050.25,3,Stayed,0,4945,,,11024
Male,59,No,No,No,No,0,Big Bear City,92314,34.278967,-116.773825,No,0,1,No offer,Yes,14.65,No,Yes,Cable,15,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55.05,55.05,0.0,0,14.65,69.7,4,Joined,0,2962,,,9899
Female,49,No,No,Yes,Yes,1,Big Bear Lake,92315,34.242058,-116.89802,Yes,8,16,Offer D,Yes,46.45,Yes,Yes,Fiber Optic,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,112.95,1882.55,0.0,0,743.2,2625.75,3,Stayed,0,2683,,,5447
Female,63,No,No,Yes,No,0,Calimesa,92320,33.982787,-117.057627,Yes,7,54,Offer B,Yes,11.4,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,6049.5,0.0,0,615.6,6665.1,4,Stayed,0,4488,,,7334
Female,45,No,No,No,Yes,3,Cedar Glen,92321,34.255203,-117.175654,No,0,18,Offer D,Yes,42.45,Yes,Yes,DSL,28,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.8,1166.7,0.0,0,764.1,1930.8000000000002,4,Stayed,0,2466,,,455
Female,59,No,No,Yes,No,0,Colton,92324,34.030915,-117.273201,Yes,8,36,No offer,Yes,49.33,No,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.4,2937.65,0.0,0,1775.8799999999999,4713.53,3,Stayed,0,5544,,,52202
Female,30,No,No,Yes,No,0,Death Valley,92328,36.27688,-117.033326,Yes,10,52,Offer B,Yes,5.32,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.05,1270.25,0.0,0,276.64,1546.8899999999999,4,Stayed,0,5674,,,443
Male,26,Yes,No,Yes,Yes,3,Essex,92332,34.9436,-115.287901,Yes,4,8,No offer,Yes,22.14,No,Yes,Fiber Optic,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,759.55,0.0,0,177.12,936.67,5,Stayed,0,5505,,,115
Male,47,No,No,Yes,No,0,Fawnskin,92333,34.274846,-116.937581,Yes,8,72,Offer A,Yes,27.25,No,Yes,Fiber Optic,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.5,7611.55,0.0,0,1962.0,9573.55,3,Stayed,0,5534,,,414
Female,53,No,No,No,No,0,Fontana,92335,34.087558,-117.464096,No,0,64,Offer B,Yes,4.03,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,24.7,1642.75,0.0,0,257.92,1900.67,5,Stayed,0,5655,,,82630
Male,34,No,No,Yes,No,0,Fontana,92337,34.049671,-117.468896,Yes,10,60,Offer B,No,0.0,No,Yes,DSL,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,60.2,3582.4,0.0,0,0.0,3582.4,5,Stayed,0,5359,,,29847
Female,20,Yes,No,Yes,No,0,Forest Falls,92339,34.067699,-116.903891,Yes,10,61,Offer B,Yes,20.09,Yes,No,No internet service,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,24.4,1417.9,0.0,0,1225.49,2643.3900000000003,5,Stayed,0,4900,,,958
Female,48,No,No,No,No,0,Green Valley Lake,92341,34.244411,-117.072654,No,0,24,No offer,Yes,38.79,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.15,2494.65,0.0,40,930.96,3465.61,5,Stayed,0,5813,,,317
Male,35,No,No,Yes,No,0,Helendale,92342,34.757783,-117.33997,Yes,1,28,No offer,Yes,27.34,No,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,92.9,2768.35,0.0,0,765.52,3533.87,3,Stayed,0,2037,,,4948
Female,24,Yes,No,Yes,No,0,Hesperia,92345,34.361387,-117.337509,Yes,4,30,Offer C,Yes,15.94,No,Yes,DSL,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.8,2369.3,0.0,0,478.2,2847.5,5,Stayed,0,4274,,,68515
Male,45,No,No,Yes,No,0,Highland,92346,34.129677,-117.154277,Yes,10,2,No offer,Yes,34.38,No,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.0,38.0,0.0,0,68.76,106.76,4,Joined,0,4823,,,48245
Male,61,No,No,No,No,0,Hinkley,92347,34.983808,-117.239306,No,0,1,No offer,Yes,4.53,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,75.1,0.0,0,4.53,79.63,3,Joined,0,4120,,,1933
Male,52,No,No,No,Yes,2,Lake Arrowhead,92352,34.2565,-117.19335,No,0,6,No offer,Yes,15.5,No,No,No internet service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.65,100.9,0.0,0,93.0,193.9,5,Stayed,0,2231,,,9793
Female,23,Yes,No,Yes,No,0,Loma Linda,92354,34.049315,-117.255974,Yes,8,24,Offer C,Yes,44.06,No,Yes,DSL,59,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.45,1614.05,0.0,0,1057.44,2671.49,5,Stayed,0,4208,,,18068
Male,25,Yes,No,No,No,0,Needles,92363,34.711224,-114.702256,No,0,70,Offer A,No,0.0,No,Yes,DSL,59,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,40.05,2799.75,0.0,0,0.0,2799.75,5,Stayed,0,5055,,,5488
Male,32,No,No,Yes,No,0,Temecula,92592,33.507255,-117.029473,Yes,2,72,Offer A,Yes,11.57,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,89.7,6588.95,0.0,0,833.04,7421.99,3,Stayed,0,6016,,,46171
